zone_id,zone_name,lat,lon,crop,temp_max_mean,temp_min_mean,temp_avg,precip_total_mm,precip_avg_mm,windspeed_mean,et0_mean,soil_moisture_mean,soil_phh2o,soil_clay,soil_soc,soil_bdod,soil_sand,soil_silt,heat_index,temp_rain_ratio,drought_index,soil_stress,water_need_mm,heat_tolerance_c,drought_tolerance,risk_label
24,Goa Cashew Region,15.3,74.1,Cashew,30.84,17.78,24.31,531.6,5.907,12.8,3.848,0.299,6.41,19.6,5.9,1.469,80.0,5.0,25.1,3.52,0.65,0.8351,900,38,0.5,0
24,Goa Cashew Region,15.3,74.1,Cashew,26.78,14.01,20.4,590.6,6.563,18.9,3.469,0.3664,6.61,30.0,12.75,1.181,75.4,5.0,24.98,2.697,0.528,0.2711,900,38,0.5,0
25,Sikkim Cardamom,27.5,88.5,Cardamom,24.17,12.64,18.4,668.1,7.423,11.9,3.738,0.3057,7.24,17.2,2.0,1.558,79.9,5.0,24.88,2.185,0.503,1.0986,1500,30,0.3,4
25,Sikkim Cardamom,27.5,88.5,Cardamom,26.3,12.89,19.6,189.7,2.108,7.4,3.499,0.1099,6.87,23.4,11.81,1.47,80.0,5.0,21.2,6.305,1.651,0.5404,1500,30,0.3,1
25,Sikkim Cardamom,27.5,88.5,Cardamom,25.22,12.2,18.71,671.4,7.46,7.2,2.877,0.274,7.35,33.5,10.17,1.537,58.8,7.7,24.36,2.211,0.385,0.6741,1500,30,0.3,4
25,Sikkim Cardamom,27.5,88.5,Cardamom,22.68,6.93,14.8,2651.9,29.465,7.9,2.938,0.3904,5.99,15.7,16.71,1.454,76.4,7.9,28.28,0.486,0.1,0.2829,1500,30,0.3,3
25,Sikkim Cardamom,27.5,88.5,Cardamom,27.56,13.48,20.52,691.9,7.688,10.3,3.872,0.248,5.76,22.6,9.78,1.382,70.6,6.8,23.96,2.362,0.503,0.5745,1500,30,0.3,4
25,Sikkim Cardamom,27.5,88.5,Cardamom,27.34,15.45,21.39,644.0,7.155,6.0,3.489,0.2313,5.63,5.5,3.46,1.389,80.0,14.5,23.9,2.623,0.487,0.8954,1500,30,0.3,4
25,Sikkim Cardamom,27.5,88.5,Cardamom,26.17,13.76,19.97,686.2,7.624,17.6,3.626,0.1956,6.96,7.6,12.47,1.443,80.0,12.4,23.12,2.315,0.475,0.4868,1500,30,0.3,4
25,Sikkim Cardamom,27.5,88.5,Cardamom,29.91,15.03,22.47,584.9,6.499,5.4,3.437,0.2184,6.49,33.4,20.5,1.348,64.9,5.0,24.04,2.996,0.528,0.0122,1500,30,0.3,4
25,Sikkim Cardamom,27.5,88.5,Cardamom,22.32,7.22,14.77,755.6,8.396,15.2,2.654,0.3123,6.87,33.8,15.69,1.274,63.6,5.0,26.7,1.572,0.316,0.1955,1500,30,0.3,0
25,Sikkim Cardamom,27.5,88.5,Cardamom,25.09,11.91,18.5,683.5,7.594,5.3,3.86,0.2776,7.42,25.4,11.46,1.271,74.4,5.0,24.45,2.152,0.508,0.4049,1500,30,0.3,4
26,Arunachal Ginger,27.1,93.6,Ginger,28.69,13.3,21.0,579.3,6.437,11.1,3.565,0.2049,5.81,20.2,13.81,1.345,80.0,5.0,23.49,2.823,0.553,0.3437,1200,33,0.3,4
26,Arunachal Ginger,27.1,93.6,Ginger,30.2,16.97,23.59,611.5,6.795,13.2,3.57,0.2175,5.97,29.0,2.0,1.303,79.1,5.0,24.42,3.026,0.524,0.9026,1200,33,0.3,4
26,Arunachal Ginger,27.1,93.6,Ginger,25.83,15.19,20.51,486.2,5.402,7.4,3.21,0.3049,7.43,45.6,4.07,1.26,56.1,5.0,24.55,3.204,0.593,0.7661,1200,33,0.3,4
26,Arunachal Ginger,27.1,93.6,Ginger,27.27,17.13,22.2,584.4,6.493,14.2,4.144,0.2628,6.91,16.1,9.36,1.347,76.1,7.8,24.34,2.963,0.637,0.5682,1200,33,0.3,4
26,Arunachal Ginger,27.1,93.6,Ginger,24.22,14.95,19.59,2768.7,30.764,6.4,3.516,0.4543,5.85,31.8,20.48,1.358,55.6,12.6,25.42,0.617,0.114,0.0205,1200,33,0.3,3
26,Arunachal Ginger,27.1,93.6,Ginger,28.62,14.4,21.51,633.8,7.043,18.7,3.693,0.3079,6.28,14.8,10.65,1.317,80.0,5.2,24.57,2.674,0.524,0.4805,1200,33,0.3,4
26,Arunachal Ginger,27.1,93.6,Ginger,28.85,13.99,21.42,603.6,6.707,8.2,3.204,0.2336,5.85,19.2,3.25,1.534,80.0,5.0,23.93,2.779,0.477,1.0174,1200,33,0.3,4
26,Arunachal Ginger,27.1,93.6,Ginger,30.43,14.83,22.63,227.4,2.526,5.7,3.691,0.1625,6.32,27.7,10.59,1.238,68.7,5.0,23.57,6.417,1.455,0.4225,1200,33,0.3,1
26,Arunachal Ginger,27.1,93.6,Ginger,33.06,17.6,25.33,174.6,1.94,19.6,4.091,0.0625,6.29,29.5,12.25,1.42,67.0,5.0,24.47,8.615,2.097,0.4801,1200,33,0.3,1
26,Arunachal Ginger,27.1,93.6,Ginger,28.67,16.23,22.45,652.9,7.255,8.1,3.376,0.2566,7.31,9.2,9.69,1.59,80.0,10.8,24.35,2.719,0.465,0.7385,1200,33,0.3,4
27,Tripura Pineapple,23.8,91.3,Pineapple,29.46,15.95,22.7,587.1,6.523,9.0,3.652,0.2877,6.56,22.1,22.02,1.378,78.3,5.0,24.6,3.018,0.559,-0.0407,1100,36,0.4,0
27,Tripura Pineapple,23.8,91.3,Pineapple,27.9,15.01,21.45,638.5,7.095,8.7,3.527,0.223,6.86,21.9,11.3,1.217,77.6,5.0,23.82,2.65,0.496,0.3709,1100,36,0.4,0
27,Tripura Pineapple,23.8,91.3,Pineapple,27.35,11.73,19.54,177.5,1.973,14.6,3.53,0.1933,7.24,31.4,9.8,1.374,73.5,5.0,22.99,6.573,1.78,0.567,1100,36,0.4,1
27,Tripura Pineapple,23.8,91.3,Pineapple,21.56,12.88,17.22,758.3,8.426,12.0,3.327,0.2725,6.83,28.6,12.88,1.257,67.4,5.0,24.64,1.827,0.394,0.3229,1100,36,0.4,0
27,Tripura Pineapple,23.8,91.3,Pineapple,25.63,14.05,19.84,573.3,6.37,15.4,3.317,0.2608,6.76,32.7,13.37,1.291,68.0,5.0,24.09,2.692,0.52,0.3248,1100,36,0.4,0
27,Tripura Pineapple,23.8,91.3,Pineapple,24.83,10.79,17.81,551.7,6.13,11.8,3.352,0.1996,5.29,25.7,13.87,1.157,69.9,5.0,22.9,2.498,0.546,0.1968,1100,36,0.4,4
27,Tripura Pineapple,23.8,91.3,Pineapple,26.85,14.8,20.83,710.5,7.894,8.9,3.78,0.3229,6.27,18.6,22.59,1.37,80.0,5.0,24.67,2.342,0.478,-0.0761,1100,36,0.4,0
27,Tripura Pineapple,23.8,91.3,Pineapple,29.52,17.18,23.35,2117.9,23.533,9.6,3.856,0.4981,6.0,24.3,11.8,1.387,80.0,5.0,25.17,0.952,0.164,0.4768,1100,36,0.4,3
27,Tripura Pineapple,23.8,91.3,Pineapple,29.31,15.35,22.33,612.6,6.807,16.1,3.189,0.2753,6.09,32.7,14.27,1.331,69.5,5.0,24.45,2.86,0.468,0.3102,1100,36,0.4,0
27,Tripura Pineapple,23.8,91.3,Pineapple,25.61,14.47,20.04,614.2,6.824,16.7,3.804,0.195,6.74,23.1,15.66,1.258,80.0,5.0,23.12,2.561,0.556,0.1848,1100,36,0.4,0
28,Mizoram Turmeric,23.2,92.9,Turmeric,32.47,13.62,23.05,417.0,4.633,17.6,3.051,0.2932,7.35,35.1,8.1,1.391,67.1,5.0,24.71,4.091,0.657,0.6651,1300,35,0.4,2
28,Mizoram Turmeric,23.2,92.9,Turmeric,31.71,13.95,22.83,549.9,6.11,12.2,3.591,0.2709,5.95,22.4,11.04,1.301,80.0,5.0,24.53,3.211,0.587,0.4489,1300,35,0.4,2
28,Mizoram Turmeric,23.2,92.9,Turmeric,34.37,14.8,24.58,555.6,6.173,11.7,3.35,0.2333,6.81,28.8,16.08,1.475,66.4,5.0,24.92,3.427,0.542,0.3307,1300,35,0.4,2
28,Mizoram Turmeric,23.2,92.9,Turmeric,31.24,14.86,23.05,429.6,4.773,6.7,3.405,0.3198,6.73,25.3,19.53,1.303,80.0,5.0,24.84,3.993,0.712,0.0258,1300,35,0.4,2
28,Mizoram Turmeric,23.2,92.9,Turmeric,34.17,13.69,23.93,607.7,6.752,16.2,4.112,0.3577,5.26,29.3,15.58,1.489,74.1,5.0,25.18,3.087,0.608,0.3665,1300,35,0.4,2
28,Mizoram Turmeric,23.2,92.9,Turmeric,33.86,15.98,24.92,459.4,5.105,14.9,3.841,0.303,6.46,30.8,12.43,1.376,80.0,5.0,25.35,4.082,0.751,0.4366,1300,35,0.4,2
28,Mizoram Turmeric,23.2,92.9,Turmeric,29.59,14.9,22.24,152.7,1.697,8.0,3.457,0.05,6.76,19.2,10.91,1.431,80.0,5.0,21.83,8.248,2.024,0.5556,1300,35,0.4,1
28,Mizoram Turmeric,23.2,92.9,Turmeric,24.36,13.22,18.79,181.1,2.012,8.7,3.515,0.1141,7.04,20.7,15.77,1.337,74.5,5.0,20.89,6.238,1.737,0.24,1300,35,0.4,1
28,Mizoram Turmeric,23.2,92.9,Turmeric,35.47,16.42,25.95,492.2,5.469,9.5,3.731,0.2985,6.8,14.7,13.72,1.3,80.0,5.3,25.81,4.011,0.681,0.3142,1300,35,0.4,2
28,Mizoram Turmeric,23.2,92.9,Turmeric,29.81,17.68,23.74,732.8,8.142,8.9,3.686,0.3777,6.44,33.9,13.67,1.119,68.5,5.0,25.18,2.597,0.452,0.1771,1300,35,0.4,0
29,Punjab Mustard Zone,31.5,74.3,Mustard,30.78,17.02,23.9,115.5,1.283,11.8,3.656,0.2135,6.03,19.1,16.67,1.206,80.0,5.0,24.52,10.468,2.825,0.0947,350,30,0.6,1
29,Punjab Mustard Zone,31.5,74.3,Mustard,26.46,13.51,19.99,434.0,4.822,18.5,3.999,0.1858,5.21,39.8,10.4,1.365,52.1,8.1,22.95,3.433,0.827,0.5304,350,30,0.6,4
29,Punjab Mustard Zone,31.5,74.3,Mustard,26.77,13.79,20.28,352.8,3.92,16.0,3.565,0.3136,7.26,10.1,15.46,1.243,80.0,9.9,24.64,4.121,0.907,0.1832,350,30,0.6,0
29,Punjab Mustard Zone,31.5,74.3,Mustard,26.9,17.37,22.13,148.2,1.647,6.3,3.581,0.1727,6.32,29.3,13.21,1.292,64.3,6.4,23.47,8.363,2.16,0.3332,350,30,0.6,1
29,Punjab Mustard Zone,31.5,74.3,Mustard,31.66,15.45,23.55,91.6,1.017,13.4,3.494,0.1254,6.38,28.3,15.02,1.379,71.3,5.0,23.69,11.675,3.397,0.3096,350,30,0.6,1
29,Punjab Mustard Zone,31.5,74.3,Mustard,24.98,14.71,19.85,361.1,4.013,14.0,3.281,0.3542,7.13,21.8,5.09,1.435,78.6,5.0,25.01,3.959,0.815,0.8491,350,30,0.6,4
29,Punjab Mustard Zone,31.5,74.3,Mustard,28.82,16.01,22.41,141.4,1.571,12.3,3.306,0.1981,7.32,8.5,12.92,1.179,80.0,11.5,23.84,8.717,2.089,0.2605,350,30,0.6,1
29,Punjab Mustard Zone,31.5,74.3,Mustard,26.12,11.98,19.05,106.3,1.181,10.2,4.032,0.1522,5.65,8.5,11.61,1.112,80.0,11.5,21.98,8.733,3.382,0.2749,350,30,0.6,1
29,Punjab Mustard Zone,31.5,74.3,Mustard,29.34,17.11,23.22,127.5,1.416,12.3,3.803,0.0617,6.8,18.9,10.99,1.248,78.0,5.0,22.79,9.612,2.665,0.4107,350,30,0.6,1
29,Punjab Mustard Zone,31.5,74.3,Mustard,30.68,16.33,23.5,157.3,1.747,5.6,3.611,0.104,5.71,42.4,5.81,1.135,61.6,5.0,23.45,8.555,2.054,0.5827,350,30,0.6,1
